Date,Time,Voltage[V],Current[A],Power[W],Energy[u],Phase[rad],Iwave,Uwave,Event
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5110,1.1220,281.5493,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5110,0.2272,301.9142,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-0.9087,315.7464,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-2.0354,307.2730,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-3.0092,250.8486,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-4.1644,161.8235,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-6.1222,68.5163,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-6.8832,-31.2547,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-4.6722,-123.7262,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-2.1346,-207.1640,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-1.1092,-282.3506,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-0.2120,-304.7281,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,0.9217,-313.0137,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,2.0428,-307.1165,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,3.0237,-249.5402,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,4.1609,-162.3963,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,6.0856,-68.1813,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,6.8356,31.0168,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,4.6776,123.5603,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,2.1583,206.5442,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,1.1382,279.5804,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,0.2415,305.1414,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-0.8979,310.8508,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-2.0189,307.9679,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-2.9968,249.7061,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-4.1255,162.9159,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-6.0723,69.2738,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-6.8689,-29.6896,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-4.7049,-123.7794,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-2.1593,-205.7961,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-1.1235,-281.4241,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,-0.2338,-305.6578,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,0.8999,-309.2419,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,2.0229,-307.5860,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,3.0008,-253.6470,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,4.1310,-163.9958,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,6.0556,-70.3787,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,6.8425,29.5864,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,4.7132,121.4005,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,2.1866,204.9071,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,1.1462,282.8764,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5135,0.2501,303.7735,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-0.8812,314.0655,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-2.0105,306.3934,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-2.9850,252.0036,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-4.1070,164.7564,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-6.0545,70.7762,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-6.8844,-27.2325,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-4.7422,-120.5303,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-2.1756,-204.8226,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-1.1323,-278.1562,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-0.2461,-303.4542,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,0.8878,-313.3518,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,2.0089,-309.3139,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,2.9976,-253.4310,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,4.1133,-164.1022,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,6.2650,-71.5901,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,6.8522,28.2654,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,4.7507,120.8026,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,2.1990,204.4751,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,1.1585,283.5088,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,0.1349,306.9882,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-0.8781,314.0248,NORMAL
2026-04-10,19:15:42.537,227.07,3.6940,141.99,0.0004,4.5160,-2.0045,310.2310,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-2.8189,269.3228,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-3.7919,183.6501,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-5.8973,79.3216,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-6.9798,-10.2231,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-5.2991,-101.9371,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-2.5605,-195.3507,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-1.3152,-273.0509,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-0.3169,-302.8501,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,0.6585,-311.6458,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,1.7969,-309.6300,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,2.8199,-271.0288,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,3.8066,-184.5641,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,5.8802,-79.0931,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,6.9221,10.1668,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,5.2842,99.1293,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,2.5673,194.8467,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,1.3328,274.2497,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,0.3410,303.6796,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-0.6388,313.1546,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-1.7803,309.0948,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-2.8056,272.2589,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-3.7736,185.7254,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-5.8647,81.0463,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-6.9869,-7.7033,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-5.3429,-100.5191,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-2.5859,-193.6980,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-1.3303,-272.6909,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-0.3400,-303.3290,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,0.6410,-313.6116,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,1.7821,-309.9462,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,2.8115,-270.9505,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,3.7891,-184.8333,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,5.8606,-80.7333,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,6.9310,7.6094,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,5.3149,98.7412,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,2.5935,193.6854,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,1.3476,272.5219,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,0.3510,302.9909,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-0.6310,311.9370,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-1.7673,308.7661,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-2.7881,271.1696,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-3.7538,187.5221,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-5.8338,82.6677,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-6.9762,-7.1180,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-5.3790,-98.5941,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-2.6200,-193.4476,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-1.3462,-272.1525,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,-0.3540,-301.7482,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,0.6252,-312.0183,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,1.7616,-310.1872,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,2.7968,-272.0586,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,3.7678,-186.6301,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,5.8158,-81.6536,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,6.8881,5.6938,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,5.3539,95.9835,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,2.6247,193.9609,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,1.3667,271.7362,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5110,0.3766,301.8265,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5135,-0.7567,313.3455,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5135,-1.7478,310.1872,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5135,-2.7738,273.7489,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5135,-3.7326,186.5987,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5135,-5.7873,82.9996,NORMAL
2026-04-10,19:15:42.541,226.66,3.6668,140.83,0.0004,4.5135,-6.9455,-19.5479,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,0.7029,-313.2704,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,1.8402,-310.9666,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,2.7440,-277.6647,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,3.6895,-192.3363,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,5.6967,-89.0001,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,6.9351,14.4551,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,5.1678,105.4335,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,2.7453,191.6727,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,1.4131,268.0708,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5135,0.4286,301.9330,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5110,-0.6923,312.3940,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5110,-1.8270,311.4518,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5110,-2.7242,279.3456,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5110,-3.6578,193.5289,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5110,-5.6586,91.2131,NORMAL
2026-04-10,19:15:42.584,226.66,3.6668,140.83,0.0004,4.5110,-6.9569,-13.6757,NORMAL
