Date,Time,Voltage[V],Current[A],Power[W],Energy[u],Phase[rad],Iwave,Uwave,Event
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0016,4.5160,-0.2279,-310.6004,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0016,4.5160,0.9348,-308.1995,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,2.0610,-308.1432,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,3.0390,-252.0787,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,4.2636,-159.8828,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,6.1796,-66.3783,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,6.7518,33.5147,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,4.5963,125.6105,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,2.1245,218.1258,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,1.1221,284.2444,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,0.2228,310.7851,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-0.9333,315.1516,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-2.0560,309.2075,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-3.0178,250.9362,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-4.2580,159.2035,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-6.2106,65.9933,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-6.7944,-33.6963,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-4.5839,-127.4135,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-2.1129,-220.3920,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-1.1007,-285.8407,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-0.1959,-311.3892,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,0.9601,-314.6602,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,2.0916,-308.9383,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,3.0655,-248.8828,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,4.3190,-155.7634,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,6.2311,-63.3077,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,6.7246,34.9045,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,4.5143,128.0051,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,2.0836,220.7551,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,1.0954,285.6216,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,0.0395,313.3769,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-0.9727,314.8167,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-2.0895,308.5751,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-3.0460,250.0253,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-4.3211,155.9606,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-6.5024,48.8306,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-6.7576,-35.3302,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-4.5091,-129.8488,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-2.0756,-223.3438,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-1.0765,-287.0396,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,-0.0169,-313.6773,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,0.9990,-314.4505,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,2.1198,-308.5877,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,3.0891,-247.7967,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,4.3805,-153.3845,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,6.4979,-47.5441,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,6.6818,37.6904,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,4.4242,129.3354,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,2.0402,223.2530,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,1.0625,287.1366,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5160,0.0086,314.0842,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-1.0050,313.9872,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-2.1221,308.2183,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-3.0718,247.3710,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-4.3888,151.7287,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-6.5616,45.1151,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-6.7179,-38.5731,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-4.4073,-133.3201,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-2.0191,-226.2204,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,-1.0415,-288.4356,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,0.0204,-314.2032,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,1.0371,-314.4724,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,2.1573,-308.4687,NORMAL
2026-04-01,17:32:58.017,227.25,3.5829,133.90,0.0017,4.5135,3.1244,-245.0171,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,1.3403,-314.2689,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,2.3046,-305.6829,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,3.2470,-231.7890,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,4.7530,-133.8554,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,6.7370,-29.1325,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,6.2082,65.4831,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,3.9271,147.4904,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,1.8213,240.1434,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,0.8978,294.4299,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5135,-0.1877,314.6633,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-1.3488,312.1373,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-2.3068,305.3167,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-3.2333,231.5981,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-4.7714,133.4704,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-6.7886,27.0728,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-6.2122,-64.8321,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-3.9135,-150.3827,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-1.8057,-243.1233,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-0.8736,-296.2173,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,0.2186,-314.8824,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,1.3785,-313.4801,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,2.3403,-304.6844,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,3.2854,-228.4366,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,4.8274,-130.2181,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,6.7720,-24.9600,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,6.1384,67.0138,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,3.8412,150.2293,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,1.7966,242.6163,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,0.8692,296.2329,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-0.2251,314.9544,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-1.3795,313.5334,NORMAL
2026-04-01,17:32:58.021,228.68,3.6771,137.80,0.0017,4.5160,-2.3373,305.3354,NORMAL
