Date,Time,Voltage[V],Current[A],Power[W],Energy[u],Phase[rad],Iwave,Uwave,Event
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,0.3275,310.6129,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,1.4550,305.8206,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,2.4954,280.5883,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,3.3799,204.8695,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,5.0295,103.2455,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,6.3770,13.8385,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,5.5484,-73.6904,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,3.0275,-177.1769,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,1.5236,-257.2091,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3770,0.5971,-299.3412,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-0.3505,-308.3999,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-1.4746,-305.8050,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-2.5055,-284.4290,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-3.3737,-203.0039,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-5.0416,-101.0575,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-6.3937,-12.8368,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-5.5177,77.8880,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-3.0144,176.8170,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-1.5308,256.3577,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,-0.5931,297.1751,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,0.3577,309.8210,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,1.4825,305.9396,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,2.5254,283.3460,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,3.4065,203.5298,NORMAL
2026-04-02,14:41:05.717,225.44,3.4535,129.40,0.0202,1.3795,5.0860,100.6568,NORMAL
