Date,Time,Voltage[V],Current[A],Power[W],Energy[u],Phase[rad],Iwave,Uwave,Event
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3870,0.1810,-310.4438,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-0.9383,-312.6819,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-2.0409,-303.8987,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-2.9863,-248.5948,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-4.2372,-153.7695,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-6.1042,-61.1979,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-6.5373,35.9782,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-4.3684,127.8580,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-2.0375,225.4003,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-1.0927,285.2178,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,-0.2042,311.1106,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,0.9299,310.6473,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,2.0327,303.9394,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,2.9802,248.8359,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,4.2582,153.1998,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,6.1664,59.6422,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,6.6146,-35.6526,NORMAL
2026-04-02,16:54:07.540,227.74,3.5946,130.09,0.0703,1.3845,4.3814,-129.7424,NORMAL
